ARO Accession,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
3003942,abcA,abcA,XP_753111.1,XM_748018.1,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin;penam;peptide antibiotic,antibiotic efflux,abcA
3001558,OXA-372,OXA-372,AIG22448.1,KJ746496.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-372
3003907,cipA,cipA,ACX65640.1,CP001793.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,cipA
3003597,OXA-441,OXA-441,AFZ84684.1,JX865394.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-441
3003636,OXA-479,OXA-479,ALC79294.1,KR182172.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-479
3004786,FIM-1,FIM-1,AFV91534.1,JX570731.1,FIM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,FIM-1
3004788,FONA-1,FONA-1,CAB61635.1,AJ251239.1,FONA beta-lactamase,penam,antibiotic inactivation,FONA-1
3004795,FPH-1,FPH-1,AJI75632.1,CP010019.1,FPH beta-lactamase,penam,antibiotic inactivation,FPH-1
3004627,QnrS15,QnrS15,AZP56652.1,MK303617.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrS15
3004652,Erm(O)-lrm,Erm(O)-lrm,AAA26779.1,M74717.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,Erm(O)-lrm
3003948,efrA,efrA,WP_104671188.1,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,efrA
3003949,efrB,efrB,CDO61516.1,HG970103.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,efrB
3005283,PDC-384,PDC-384,WP_150823491.1,NG_066540.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-384
3003950,msbA,msbA,AAC74000.1,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux,msbA
3003953,hmrM,hmrM,ADO96486.1,CP002276.1,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,hmrM
3003954,efmA,efmA,BAG75524.1,AB467372.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic,antibiotic efflux,efmA
3003955,efpA,efpA,CCP45647.1,AL123456.3,major facilitator superfamily (MFS) antibiotic efflux pump,isoniazid-like antibiotic;rifamycin antibiotic,antibiotic efflux,efpA
3003961,farA,farA,AAF40763.1,AE002098.2,major facilitator superfamily (MFS) antibiotic efflux pump,antibacterial free fatty acids,antibiotic efflux,farA
3003962,farB,farB,AAF40764.1,AE002098.2,major facilitator superfamily (MFS) antibiotic efflux pump,antibacterial free fatty acids,antibiotic efflux,farB
3003964,hp1181,hp1181,AAD08227.1,AE000511.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic;nitroimidazole antibiotic;tetracycline antibiotic,antibiotic efflux,hp1181
3003969,lmrP,lmrP,ABF33001.1,CP000259.1,major facilitator superfamily (MFS) antibiotic efflux pump,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic efflux,lmrP
3006358,ADC-189,ADC-189,WP_136512058.1,NG_064712.1,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-189
3003967,lfrA,lfrA,AAC43550.1,U40487.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,lfrA
3004656,catII from Escherichia coli K-12,catII from Escherichia coli K-12,CAA37805.1,X53796.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,Ecol_catII
3004657,catA4,catA4,AAA25655.1,M11587.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,catA4
3004658,catA8,catA8,AFN69318.1,JQ922409.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,catA8
3004659,Mef(En2),Mef(En2),AAF74725.1,AF251288.1,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux,Mef(En2)
3004660,catB11,catB11,AID93387.1,CP008790.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,catB11
3004651,lin,lin,AEO25219.1,CP002003.1,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation,lin
3004661,Staphylococcus aureus FosB,Staphylococcus aureus FosB,EHS19134.1,AHLO01000073.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,Saur_FosB
3004662,MCR-3.3,MCR-3.3,ASU10319.1,MF495680.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-3.3
3004663,FusF,FusF,AVL76727.1,CP027422.1,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,antibiotic target protection,FusF
3004667,Staphylococcus aureus norA,Staphylococcus aureus norA,BAA14147.1,D90119.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,Saur_norA
3004670,FosB1,FosB1,BAE05988.1,AP006717.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,FosB1
3004671,FosB4,FosB4,ALM24139.1,KR870311.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,FosB4
3004628,AAC(2')-IIa,AAC(2')-IIa,BAM16262.1,AB669090.1,AAC(2'),aminoglycoside antibiotic,antibiotic inactivation,AAC(2')-IIa
3001751,OXA-296,OXA-296,ENU21024.1,APOH01000009.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-296
3004669,emtA,emtA,AAL02176.1,AF403298.1,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic,antibiotic target alteration,emtA
3004672,FosB5,FosB5,ALN12426.1,KT032253.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,FosB5
3004675,aphA15,aphA15,CAD91341.1,Y18050.2,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,aphA15
3001747,OXA-292,OXA-292,ENX53612.1,APRO01000007.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-292
3001559,OXA-373,OXA-373,CDM87362.1,HG931732.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-373
3003598,OXA-442,OXA-442,AKU37610.1,KP844571.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-442
3006238,ACT-43,ACT-43,WP_015572455.1,NG_050706.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-43
3004693,MCR-3.12,MCR-3.12,AVZ47168.1,MG564491.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-3.12
3004699,sta,sta,AAA88560.1,M16183.1,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation,sta
3004845,LEN-42,LEN-42,AZA07959.1,MK161462.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-42
3004666,pexA,pexA,ADI87853.1,HM537013.1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,pexA
3004673,FosB6,FosB6,ALM24145.1,KR870314.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,FosB6
3004677,rmtD2,rmtD2,ADW66527.1,HQ401565.1,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtD2
3004680,APH(3')-VIIIa,APH(3')-VIIIa,AAG11411.2,AF182845.2,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,APH(3')-VIIIa
3003982,LlmA 23S ribosomal RNA methyltransferase,LlmA 23S ribosomal RNA methyltransferase,APB03216.1,KX531046.1,Llm 23S ribosomal RNA methyltransferase,lincosamide antibiotic,antibiotic target alteration,LlmA_23S_CLI
3003983,CatU,CatU,APB03217.1,KX531047.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,CatU
3003984,BahA,BahA,APB03218.1,KX531048.1,Bah amidohydrolase,peptide antibiotic,antibiotic inactivation,BahA
3003986,TaeA,TaeA,APB03219.1,KX531049.1,ATP-binding cassette (ABC) antibiotic efflux pump,pleuromutilin antibiotic,antibiotic efflux,TaeA
3003987,VatI,VatI,APB03220.1,KX531050.1,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic,antibiotic inactivation,VatI
3003988,AAC(2')-IIb,AAC(2')-IIb,APB03221.1,KX531051.1,AAC(2'),aminoglycoside antibiotic,antibiotic inactivation,AAC(2')-IIb
3003989,AAC(6')-34,AAC(6')-34,APB03223.1,KX531053.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-34
3003991,mphI,mphI,APB03226.1,KX531056.1,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation,mphI
3003992,rphB,rphB,APB03222.1,KX531052.1,rifampin phosphotransferase,rifamycin antibiotic,antibiotic inactivation,rphB
3003994,cpaA,cpaA,APB03224.1,KX531054.1,cpa acetyltransferase,aminoglycoside antibiotic,antibiotic inactivation,cpaA
3004683,aadS,aadS,AAA27459.1,M72415.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation,aadS
3004685,MCR-1.5,MCR-1.5,APM84488.1,KY283125.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.5
3004688,MCR-1.11,MCR-1.11,ATM29809.1,KY853650.2,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.11
3004682,aadA27,aadA27,CTQ57092.1,LN873256.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA27
3004073,MuxA,MuxA,AAG05916.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic,antibiotic efflux,MuxA
3003980,tetA(58),tetA(58),APB03214.1,KX531044.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(58)
3003990,vgbC,vgbC,APB03225.1,KX531055.1,streptogramin vgb lyase,streptogramin B antibiotic;streptogramin antibiotic,antibiotic inactivation,vgbC
3004684,MCR-9.1,MCR-9.1,WP_001572373.1,NC_021819.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-9.1
3004704,aadA8b,aadA8b,CAJ13568.1,AM040708.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA8b
3004715,vga(E) Staphylococcus cohnii,vga(E) Staphylococcus cohnii,AHB37625.1,KF540226.1,vga-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,Scoh_vga(E)
3001748,OXA-293,OXA-293,WP_032877719.1,NG_050610.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-293
3001578,OXA-392,OXA-392,AAN41430.1,AY139600.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-392
3004674,FosD,FosD,BAG12271.1,AB304512.1,fosfomycin thiol transferase,phosphonic acid antibiotic,antibiotic inactivation,FosD
3004678,rmtE,rmtE,ADA63498.1,GU201947.1,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtE
3004686,MCR-1.7,MCR-1.7,AQQ11622.1,KY488488.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.7
3004689,MCR-1.12,MCR-1.12,BBB21811.1,LC337668.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.12
3004694,MCR-4.2,MCR-4.2,AVK94777.1,MG822663.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.2
3001749,OXA-294,OXA-294,ENU93232.1,APPC01000015.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-294
3004730,tva(A),tva(A),SOX29786.1,LT970863.1,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,pleuromutilin antibiotic,antibiotic target protection,tva(A)
3001586,OXA-400,OXA-400,AIS39036.1,KJ780078.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-400
3003599,OXA-443,OXA-443,PLT17746.1,CM009147.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-443
3003639,OXA-482,OXA-482,AKF41839.1,KP264124.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-482
3004790,FONA-3,FONA-3,CAB61639.1,AJ251241.1,FONA beta-lactamase,penam,antibiotic inactivation,FONA-3
3004798,FRI-2,FRI-2,ANZ90381.1,KX620467.1,FRI beta-lactamase,penam,antibiotic inactivation,FRI-2
3004846,LEN-43,LEN-43,AZA07957.1,MK161460.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-43
3004870,NDM-27,NDM-27,AYP70146.1,MK105832.1,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,NDM-27
3003870,ADC-31,ADC-31,ADX04315.1,CP001921.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-31
3003871,ADC-39,ADC-39,ACC95874.1,EU652244.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-39
3004679,rmtE2,rmtE2,ALD03565.1,KT428293.1,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic,antibiotic target alteration,rmtE2
3004687,MCR-1.8,MCR-1.8,AQY61516.1,KY683842.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.8
3004690,MCR-1.13,MCR-1.13,AVM85874.1,MG384739.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-1.13
3004695,MCR-4.3,MCR-4.3,AUI38915.1,MG026621.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.3
3001588,OXA-402,OXA-402,AIS39035.1,KJ780077.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-402
3001717,OXA-261,OXA-261,ENW35072.1,APQV01000009.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-261
3001750,OXA-295,OXA-295,ENX19403.1,APRW01000016.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-295
3001587,OXA-401,OXA-401,AIS39034.1,KJ780076.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-401
3006331,ADC-157,ADC-157,WP_088245227.1,NG_055287.1,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-157
3004720,tet(X4),tet(X4),QBQ69719.1,MK134376.1,tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic,antibiotic inactivation,tet(X4)
3003600,OXA-444,OXA-444,BAQ55594.1,LC030179.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-444
3003640,OXA-483,OXA-483,AKF41840.1,KP264125.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-483
3004791,FONA-4,FONA-4,CAB61641.1,AJ251242.1,FONA beta-lactamase,penam,antibiotic inactivation,FONA-4
3004799,FRI-3,FRI-3,AQS23610.1,KY524440.1,FRI beta-lactamase,penam,antibiotic inactivation,FRI-3
3004801,FTU-1,FTU-1,ADA78299.1,CP001633.1,FTU beta-lactamase,penam,antibiotic inactivation,FTU-1
3004802,GOB-10,GOB-10,AAT68577.1,AY647247.1,GOB beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GOB-10
3004847,LEN-51,LEN-51,AYW19907.1,CP033631.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-51
3004871,NDM-28,NDM-28,QAT97614.1,MK425035.1,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,NDM-28
3006359,ADC-190,ADC-190,WP_136512059.1,NG_064713.1,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-190
3004691,MCR-3.4,MCR-3.4,SBZ31568.1,FLXA01000011.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-3.4
3004696,MCR-4.4,MCR-4.4,AVK94779.1,MG822665.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.4
3001452,OXA-140,OXA-140,ALL27283.1,KR780479.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-140
3001718,OXA-262,OXA-262,ENW50687.1,APRA01000005.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-262
3001752,OXA-297,OXA-297,ENX09209.1,APRR01000006.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-297
3001589,OXA-403,OXA-403,AIM47095.1,KJ920337.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-403
3000462,mgtA,mgtA,ABA28305.2,DQ185434.2,mgt macrolide glycotransferase,macrolide antibiotic,antibiotic inactivation,mgtA
3006332,ADC-158,ADC-158,WP_001211227.1,NG_055786.1,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-158
3006333,ADC-160,ADC-160,WP_032037870.1,NG_055788.1,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin,antibiotic inactivation,ADC-160
3004697,MCR-4.5,MCR-4.5,AVK94778.1,MG822664.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-4.5
3001707,OXA-103,OXA-103,ENV88740.1,APQF01000011.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-103
3001719,OXA-263,OXA-263,ENW43915.1,APQY01000006.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-263
3001753,OXA-298,OXA-298,ENX40034.1,APSA01000003.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-298
3004054,Pseudomonas aeruginosa CpxR,Pseudomonas aeruginosa CpxR,SIP52035.1,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,Paer_CpxR
3001595,OXA-404,OXA-404,AIM47096.1,KJ920338.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-404
3003602,OXA-446,OXA-446,AKI29907.1,KR061495.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-446
3003641,OXA-484,OXA-484,ALI16502.1,KR401105.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-484
3004792,FONA-5,FONA-5,CAB61643.1,AJ251243.1,FONA beta-lactamase,penam,antibiotic inactivation,FONA-5
3004803,GOB-11,GOB-11,AAT68578.1,AY647248.1,GOB beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GOB-11
3004848,LEN-55,LEN-55,OZM21578.1,NLDD01000006.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-55
3004036,tetB(60),tetB(60),ANZ79241.1,KX000273.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetB(60)
3004032,tetA(46),tetA(46),AET10444.1,HQ652506.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(46)
3004033,tetB(46),tetB(46),AET10445.1,HQ652506.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetB(46)
3004035,tetA(60),tetA(60),ANZ79240.1,KX000272.1,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(60)
3002705,floR,floR,AAG16656.1,AF231986.2,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,floR
3004072,OpmB,OpmB,AAG05913.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic,antibiotic efflux,OpmB
3004698,MCR-5.2,MCR-5.2,AVM85875.1,MG384740.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,MCR-5.2
3000849,SFH-1,SFH-1,AAF09244.1,AF197943.1,SFH beta-lactamase,carbapenem,antibiotic inactivation,SFH-1
3000620,adeL,adeL,ALH22601.1,KR297239.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,adeL
3004038,Pseudomonas aeruginosa emrE,Pseudomonas aeruginosa emrE,AAG08375.1,AE004091.2,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,Paer_emrE
