ARO,Cluster#,ARG Name,ARG Family,Drug class
3001714,77,OXA-215,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001713,77,OXA-214,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001720,77,OXA-264,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001721,77,OXA-265,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005796,77,OXA-575,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006039,77,OXA-845,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004292,78,Lhon_ampC_BLA,ampC-type beta-lactamase,cephalosporin;penam
3006935,78,LHK-1,LHK beta-lactamase,carbapenem;cephalosporin
3006936,78,LHK-2,LHK beta-lactamase,carbapenem;cephalosporin
3006937,78,LHK-3,LHK beta-lactamase,carbapenem;cephalosporin
3006938,78,LHK-4,LHK beta-lactamase,carbapenem;cephalosporin
3006939,78,LHK-5,LHK beta-lactamase,carbapenem;cephalosporin
3006940,78,LHK-6,LHK beta-lactamase,carbapenem;cephalosporin
3003103,79,cphA7,CphA beta-lactamase,carbapenem
3003094,79,imiH,CphA beta-lactamase,carbapenem
3003095,79,imiS,CphA beta-lactamase,carbapenem
3003100,79,cphA4,CphA beta-lactamase,carbapenem
3003099,79,cphA2,CphA beta-lactamase,carbapenem
3003104,79,cphA8,CphA beta-lactamase,carbapenem
3003101,79,cphA5,CphA beta-lactamase,carbapenem
3003093,79,cphA3,CphA beta-lactamase,carbapenem
3003102,79,cphA6,CphA beta-lactamase,carbapenem
3001742,80,OXA-287,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001758,80,OXA-303,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001741,80,OXA-286,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005327,80,OXA-672,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005329,80,OXA-673,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005882,80,OXA-674,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001407,81,OXA-12,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004837,81,OXA-724,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005931,81,OXA-726,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006099,81,OXA-912,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002565,82,AAC(6')-Iu,AAC(6'),aminoglycoside antibiotic
3002562,82,AAC(6')-Is,AAC(6'),aminoglycoside antibiotic
3002568,82,AAC(6')-Ix,AAC(6'),aminoglycoside antibiotic
3003197,83,aadA25,ANT(3''),aminoglycoside antibiotic
3002602,83,aadA2,ANT(3''),aminoglycoside antibiotic
3002603,83,aadA3,ANT(3''),aminoglycoside antibiotic
3002608,83,aadA8,ANT(3''),aminoglycoside antibiotic
3004704,83,aadA8b,ANT(3''),aminoglycoside antibiotic
3006363,84,ADC-194,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006302,84,ADC-127,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006303,84,ADC-128,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006304,84,ADC-129,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006374,84,ADC-205,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3004105,85,TMB-1,TMB beta-lactamase,carbapenem;cephalosporin;cephamycin
3004106,85,TMB-2,TMB beta-lactamase,carbapenem;cephalosporin;cephamycin
3000843,86,MUS-1,MUS beta-lactamase,carbapenem
3003842,86,MUS-2,MUS beta-lactamase,carbapenem
3003023,87,dfrB6,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002864,87,dfrB1,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004549,87,dfrB5,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004556,87,dfrB7,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002267,88,IND-11,IND beta-lactamase,carbapenem
3002257,88,IND-2,IND beta-lactamase,carbapenem
3002270,88,IND-15,IND beta-lactamase,carbapenem
3002258,88,IND-2a,IND beta-lactamase,carbapenem
3002268,88,IND-12,IND beta-lactamase,carbapenem
3004735,89,ARL-2,ARL Beta-lactamase,penam
3004736,89,ARL-3,ARL Beta-lactamase,penam
3004737,89,ARL-4,ARL Beta-lactamase,penam
3004738,89,ARL-5,ARL Beta-lactamase,penam
3007033,90,Erm(51),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3007032,90,Erm(50),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
3000845,91,GIM-1,GIM beta-lactamase,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
3003194,91,GIM-2,GIM beta-lactamase,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
3006927,92,KLUC-1,KLUC beta-lactamase,cephalosporin
3006928,92,KLUC-2,KLUC beta-lactamase,cephalosporin
3006929,92,KLUC-3,KLUC beta-lactamase,cephalosporin
3006930,92,KLUC-4,KLUC beta-lactamase,cephalosporin
3006931,92,KLUC-5,KLUC beta-lactamase,cephalosporin
3002604,93,aadA4,ANT(3''),aminoglycoside antibiotic
3002605,93,aadA5,ANT(3''),aminoglycoside antibiotic
3001770,94,OXA-43,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001772,94,OXA-59,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001769,94,OXA-42,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001771,94,OXA-57,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002873,95,FosB3,fosfomycin thiol transferase,phosphonic acid antibiotic
3004670,95,FosB1,fosfomycin thiol transferase,phosphonic acid antibiotic
3004671,95,FosB4,fosfomycin thiol transferase,phosphonic acid antibiotic
3004672,95,FosB5,fosfomycin thiol transferase,phosphonic acid antibiotic
3004673,95,FosB6,fosfomycin thiol transferase,phosphonic acid antibiotic
3001734,96,OXA-279,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001744,96,OXA-289,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001745,96,OXA-290,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005525,97,BlaB-12,BlaB beta-lactamase,carbapenem;penam
3005526,97,BlaB-13,BlaB beta-lactamase,carbapenem;penam
3005532,97,BlaB-19,BlaB beta-lactamase,carbapenem;penam
3005536,97,BlaB-23,BlaB beta-lactamase,carbapenem;penam
3005543,97,BlaB-3,BlaB beta-lactamase,carbapenem;penam
3005549,97,BlaB-35,BlaB beta-lactamase,carbapenem;penam
3006943,98,LUT-1,LUT beta-lactamase,cephalosporin
3006944,98,LUT-2,LUT beta-lactamase,cephalosporin
3006945,98,LUT-3,LUT beta-lactamase,cephalosporin
3006946,98,LUT-4,LUT beta-lactamase,cephalosporin
3006947,98,LUT-5,LUT beta-lactamase,cephalosporin
3006948,98,LUT-6,LUT beta-lactamase,cephalosporin
3005772,99,OXA-548,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005773,99,OXA-549,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005774,99,OXA-550,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005775,99,OXA-551,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005776,99,OXA-552,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005777,99,OXA-553,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006297,100,ADC-120,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006305,100,ADC-130,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006306,100,ADC-131,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006322,100,ADC-148,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006408,100,ADC-239,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3006425,100,ADC-255,ADC beta-lactamases pending classification for carbapenemase activity,cephalosporin
3004777,101,CMH-1,CMH beta-lactamase,cephalosporin
3006854,101,CMH-2,CMH beta-lactamase,cephalosporin
3006855,101,CMH-3,CMH beta-lactamase,cephalosporin
3006856,101,CMH-4,CMH beta-lactamase,cephalosporin
3006857,101,CMH-5,CMH beta-lactamase,cephalosporin
3006858,101,CMH-6,CMH beta-lactamase,cephalosporin
3005682,102,GOB-33,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005683,102,GOB-34,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005684,102,GOB-35,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005685,102,GOB-36,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005686,102,GOB-37,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005699,102,GOB-51,GOB beta-lactamase,carbapenem;cephalosporin;penam
3006244,103,ACT-49,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006270,103,ACT-76,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006271,103,ACT-77,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006272,103,ACT-78,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006274,103,ACT-80,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006275,103,ACT-81,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006276,103,ACT-82,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3004694,104,MCR-4.2,MCR phosphoethanolamine transferase,peptide antibiotic
3004695,104,MCR-4.3,MCR phosphoethanolamine transferase,peptide antibiotic
3004696,104,MCR-4.4,MCR phosphoethanolamine transferase,peptide antibiotic
3004697,104,MCR-4.5,MCR phosphoethanolamine transferase,peptide antibiotic
3004325,104,MCR-4.1,MCR phosphoethanolamine transferase,peptide antibiotic
3001826,105,ACT-9,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3001848,105,ACT-28,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006246,105,ACT-51,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006247,105,ACT-52,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006259,105,ACT-64,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3006279,105,ACT-87,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3003002,106,CfxA2,CfxA beta-lactamase,cephamycin
3003005,106,CfxA4,CfxA beta-lactamase,cephamycin
3003001,106,CfxA,CfxA beta-lactamase,cephamycin
3003096,106,CfxA5,CfxA beta-lactamase,cephamycin
3003003,106,CfxA3,CfxA beta-lactamase,cephamycin
3002493,107,SRT-1,SRT beta-lactamase,cephalosporin
3002494,107,SRT-2,SRT beta-lactamase,cephalosporin
3006853,107,SRT-3,SRT beta-lactamase,cephalosporin
3006999,107,SST-1,SST beta-lactamase,cephalosporin
3004797,108,FRI-1,FRI beta-lactamase,penam
3004798,108,FRI-2,FRI beta-lactamase,penam
3004799,108,FRI-3,FRI beta-lactamase,penam
3005027,108,FRI-4,FRI beta-lactamase,penam
3005029,108,FRI-6,FRI beta-lactamase,penam
3005030,108,FRI-7,FRI beta-lactamase,penam
3005032,108,FRI-9,FRI beta-lactamase,penam
3006227,108,FRI-10,FRI beta-lactamase,penam
3002620,109,aadA23,ANT(3''),aminoglycoside antibiotic
3002612,109,aadA12,ANT(3''),aminoglycoside antibiotic
3002617,109,aadA17,ANT(3''),aminoglycoside antibiotic
3002618,109,aadA21,ANT(3''),aminoglycoside antibiotic
3002601,109,aadA,ANT(3''),aminoglycoside antibiotic
3002615,109,aadA15,ANT(3''),aminoglycoside antibiotic
3002619,109,aadA22,ANT(3''),aminoglycoside antibiotic
3002621,109,aadA24,ANT(3''),aminoglycoside antibiotic
3004089,109,ANT(3'')-IIa,ANT(3''),aminoglycoside antibiotic
3006966,110,PFM-2,PFM beta-lactamase,carbapenem
3006967,110,PFM-3,PFM beta-lactamase,carbapenem
3007021,110,BioF,PFM-like beta-lactamase,carbapenem
3004768,111,CIA-1,CIA beta-lactamase,carbapenem;cephalosporin
3004769,111,CIA-2,CIA beta-lactamase,carbapenem;cephalosporin
3004770,111,CIA-3,CIA beta-lactamase,carbapenem;cephalosporin
3004771,111,CIA-4,CIA beta-lactamase,carbapenem;cephalosporin
3006892,112,ALG11-1,ALG11 beta-lactamase,carbapenem
3006926,112,GRD33-1,GRD33 beta-lactamase,carbapenem
3007001,113,TER-1,TER beta-lactamase,carbapenem;cephalosporin
3007007,113,TER-2,TER beta-lactamase,carbapenem;cephalosporin
3002259,114,IND-3,IND beta-lactamase,carbapenem
3002269,114,IND-14,IND beta-lactamase,carbapenem
3003559,115,cepA,CepA beta-lactamase,cephalosporin
3006224,115,CepA-29,CepA beta-lactamase,cephalosporin
3006225,115,CepA-44,CepA beta-lactamase,cephalosporin
3006226,115,CepA-49,CepA beta-lactamase,cephalosporin
3000842,116,EBR-1,EBR beta-lactamase,carbapenem;cephalosporin;penam
3004463,116,EBR-2,EBR beta-lactamase,carbapenem;cephalosporin;penam
3005461,116,EBR-3,EBR beta-lactamase,carbapenem;cephalosporin;penam
3005462,116,EBR-4,EBR beta-lactamase,carbapenem;cephalosporin;penam
3002380,117,SME-2,SME beta-lactamase,carbapenem
3002383,117,SME-5,SME beta-lactamase,carbapenem
3002379,117,SME-1,SME beta-lactamase,carbapenem
3002381,117,SME-3,SME beta-lactamase,carbapenem
3002382,117,SME-4,SME beta-lactamase,carbapenem
3004775,118,CME-1,CME beta-lactamase,penam
3006155,118,CME-2,CME beta-lactamase,penam
3000846,119,SIM-1,SIM beta-lactamase,carbapenem;cephalosporin;penam
3005494,119,SIM-2,SIM beta-lactamase,carbapenem;cephalosporin;penam
3000074,120,emrB,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3004597,120,Kpne_KpnH,major facilitator superfamily (MFS) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic
3006922,121,CMA-1,CMA beta-lactamase,cephalosporin
3006923,121,CMA-2,CMA beta-lactamase,cephalosporin
3006869,121,CSA-1,CSA beta-lactamase,cephalosporin
3006870,121,CSA-2,CSA beta-lactamase,cephalosporin
3002683,122,catI,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3002689,122,pp_cat,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3006890,123,AFM-1,AFM beta-lactamase,carbapenem
3006891,123,AFM-2,AFM beta-lactamase,carbapenem
3004649,124,cfr(B),Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic
3004599,124,clcD,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3001416,125,OXA-21,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001398,125,OXA-3,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005734,126,OXA-504,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005983,126,OXA-780,OXA beta-lactamase,carbapenem;cephalosporin;penam
3006871,127,CSP-1,CSP beta-lactamase,cephalosporin
3006998,127,SPU-1,SPU beta-lactamase,carbapenem
3002569,128,AAC(6')-Iy,AAC(6'),aminoglycoside antibiotic
3002571,128,AAC(6')-Iaa,AAC(6'),aminoglycoside antibiotic
3002218,129,IMP-27,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005471,129,IMP-64,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005474,129,IMP-67,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3002799,130,QnrVC1,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002803,130,QnrVC6,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002800,130,QnrVC3,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3004189,131,Bla2,subclass B1 Bacillus anthracis Bla beta-lactamase,carbapenem;cephalosporin;penam
3002878,131,BcII,subclass B1 Bacillus cereus Bc beta-lactamase,cephalosporin;penam
3002993,132,AQU-1,AQU beta-lactamase,cephalosporin
3004647,132,AQU-2,AQU beta-lactamase,cephalosporin
3001935,133,CTX-M-74,CTX-M beta-lactamase,cephalosporin
3001936,133,CTX-M-75,CTX-M beta-lactamase,cephalosporin
3002203,134,IMP-12,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3005470,134,IMP-63,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem
3004734,135,ARL-1,ARL Beta-lactamase,penam
3004739,135,ARL-6,ARL Beta-lactamase,penam
3002861,136,dfrA5,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004552,136,dfrA30,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3006898,137,AXC-2,AXC beta-lactamase,carbapenem
3006899,137,AXC-3,AXC beta-lactamase,carbapenem
3000361,138,EreA,macrolide esterase,macrolide antibiotic
3002826,138,EreA2,macrolide esterase,macrolide antibiotic
3003128,139,OXA-436,OXA beta-lactamase,carbapenem;cephalosporin;penam
3004362,139,OXA-535,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001749,140,OXA-294,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001750,140,OXA-295,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002533,141,AAC(3)-IIa,AAC(3),aminoglycoside antibiotic
3002535,141,AAC(3)-IIc,AAC(3),aminoglycoside antibiotic
3004621,141,AAC(3)-IIe,AAC(3),aminoglycoside antibiotic
3004623,141,AAC(3)-IId,AAC(3),aminoglycoside antibiotic
3002652,142,APH(3')-VIa,APH(3'),aminoglycoside antibiotic
3003687,142,APH(3')-VI,APH(3'),aminoglycoside antibiotic
3002653,142,APH(3')-VIb,APH(3'),aminoglycoside antibiotic
3002801,143,QnrVC4,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3002802,143,QnrVC5,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3003193,143,QnrVC7,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3001792,144,OXA-62,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001456,144,OXA-151,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001457,144,OXA-152,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001762,145,OXA-307,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005881,145,OXA-670,OXA beta-lactamase,carbapenem;cephalosporin;penam
3000090,146,Bla1,class A Bacillus anthracis Bla beta-lactamase,penam
3002877,146,BcI,class A Bacillus cereus Bc beta-lactamase,cephalosporin;penem
3002836,147,lnuB,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic
3003206,147,lsaE,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
3007003,148,VHH-1,VHH beta-lactamase,carbapenem;cephalosporin
3007004,148,VHW-1,VHW beta-lactamase,carbapenem;cephalosporin
3003020,149,dfrA25,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004554,149,dfrA29,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3001722,150,OXA-266,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005876,150,OXA-661,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003600,151,OXA-444,OXA beta-lactamase,carbapenem;cephalosporin;penam
3005326,151,OXA-571,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001994,152,CTX-M-137,CTX-M beta-lactamase,cephalosporin
3005644,152,CTX-M-221,CTX-M beta-lactamase,cephalosporin
3003013,153,dfrA15,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3004640,153,dfrA15b,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3005529,154,BlaB-16,BlaB beta-lactamase,carbapenem;penam
3005551,154,BlaB-38,BlaB beta-lactamase,carbapenem;penam
3003046,155,qacA,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3003047,155,qacB,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3004808,156,GOB-16,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005671,156,GOB-22,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005676,156,GOB-27,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005693,156,GOB-44,GOB beta-lactamase,carbapenem;cephalosporin;penam
3005695,156,GOB-46,GOB beta-lactamase,carbapenem;cephalosporin;penam
3003012,157,dfrA13,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3003017,157,dfrA21,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3003018,157,dfrA22,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3005354,157,dfr22,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002848,158,arr-3,rifampin ADP-ribosyltransferase (Arr),rifamycin antibiotic
3002847,158,arr-2,rifampin ADP-ribosyltransferase (Arr),rifamycin antibiotic
3001752,159,OXA-297,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001753,159,OXA-298,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001404,160,OXA-9,OXA beta-lactamase,carbapenem;cephalosporin;penam
